id,table_id,employee_id,order_date,total_price,status,reservation_id
94,16,15,2024-02-11 02:35:51,425.0,Paid,94
95,7,11,2024-08-01 16:25:18,70.0,Paid,95
96,5,15,2024-11-27 17:03:27,210.0,Paid,96
97,20,12,2024-09-17 09:10:58,280.0,Paid,97
98,18,12,2024-11-20 23:24:43,280.0,Paid,98
99,18,11,2024-01-28 22:09:39,75.0,Paid,99
100,7,13,2024-05-21 02:09:02,75.0,Paid,100
101,7,14,2024-06-08 06:13:36,160.0,Paid,101
102,6,11,2024-09-25 20:21:21,160.0,Paid,102
103,17,11,2024-10-13 20:27:45,350.0,Paid,103
104,6,11,2024-07-09 21:54:26,150.0,Paid,104
105,20,15,2024-02-26 03:49:39,85.0,Paid,105
106,3,11,2024-05-21 08:11:21,70.0,Paid,106
107,9,11,2024-02-08 22:24:18,350.0,Paid,107
108,10,14,2024-09-20 15:20:04,350.0,Paid,108
109,2,12,2024-10-30 13:40:13,160.0,Paid,109
110,4,11,2024-02-03 07:35:44,255.0,Paid,110
111,7,15,2024-09-20 23:33:38,45.0,Paid,111
112,14,12,2024-09-09 02:23:01,140.0,Paid,112
113,7,13,2024-01-25 02:15:38,70.0,Paid,113
114,19,14,2024-02-16 13:10:24,10.0,Paid,114
115,8,11,2024-03-09 00:02:58,100.0,Paid,115
116,6,11,2024-02-09 13:58:27,140.0,Paid,116
117,16,15,2024-10-04 11:50:24,10.0,Paid,117
118,15,15,2024-04-10 16:54:56,240.0,Paid,118
119,16,15,2024-11-19 13:38:26,105.0,Paid,119
120,5,14,2024-05-12 13:38:15,150.0,Paid,120
121,15,12,2024-06-30 15:31:59,70.0,Paid,121
122,2,13,2024-05-26 01:53:55,210.0,Paid,122
123,16,11,2024-05-09 10:33:27,100.0,Paid,123
124,6,14,2024-01-12 08:07:25,375.0,Paid,124
125,12,12,2024-08-14 16:58:18,150.0,Paid,125
126,12,12,2024-12-05 01:55:26,70.0,Paid,126
127,10,13,2024-06-28 09:30:45,160.0,Paid,127
128,8,13,2024-06-22 07:24:46,325.0,Paid,128
129,17,14,2024-10-30 18:13:46,140.0,Paid,129
130,17,13,2024-12-08 11:37:44,300.0,Paid,130
131,20,15,2024-05-11 00:34:21,375.0,Paid,131
132,7,15,2024-04-08 19:42:32,340.0,Paid,132
133,11,13,2024-01-24 11:53:17,80.0,Paid,133
134,10,11,2023-12-24 18:57:34,320.0,Paid,134
135,5,12,2024-09-03 01:07:04,175.0,Paid,135
136,7,13,2024-01-24 17:51:35,75.0,Paid,136
137,14,15,2024-06-26 18:29:30,120.0,Paid,137
138,17,12,2024-03-17 16:32:54,100.0,Paid,138
139,2,13,2024-05-17 02:16:54,90.0,Paid,139
140,8,12,2024-03-19 03:27:46,500.0,Paid,140
141,3,13,2024-09-05 04:41:12,35.0,Paid,141
142,4,12,2024-03-10 13:41:11,75.0,Paid,142
143,7,13,2024-02-10 15:31:25,30.0,Paid,143
144,5,11,2024-07-16 02:38:30,100.0,Paid,144
145,9,12,2024-04-15 14:03:15,75.0,Paid,145
146,6,15,2024-05-24 10:49:35,280.0,Paid,146
147,11,13,2024-03-06 02:55:48,225.0,Paid,147
148,10,12,2024-07-19 01:23:55,120.0,Paid,148
149,16,15,2024-10-22 16:59:02,80.0,Paid,149
150,16,14,2024-02-16 22:21:20,500.0,Paid,150
151,6,12,2024-02-09 22:19:03,260.0,Paid,151
152,6,11,2024-10-31 14:27:55,70.0,Paid,152
153,11,14,2024-10-09 15:36:11,160.0,Paid,153
154,13,14,2023-12-24 06:15:54,70.0,Paid,154
155,5,14,2024-02-10 22:58:43,150.0,Paid,155
156,16,15,2024-10-02 21:52:41,10.0,Paid,156
157,17,11,2024-05-06 22:15:26,300.0,Paid,157
158,3,13,2024-03-27 08:38:28,210.0,Paid,158
159,4,14,2024-04-27 21:59:51,140.0,Paid,159
160,20,15,2024-03-28 17:14:38,80.0,Paid,160
161,11,13,2024-07-19 04:39:39,200.0,Paid,161
162,2,15,2024-12-03 03:23:27,70.0,Paid,162
163,5,15,2024-09-29 16:34:53,320.0,Paid,163
164,10,13,2024-12-09 12:10:50,80.0,Paid,164
165,14,14,2024-01-31 15:52:30,120.0,Paid,165
166,8,14,2024-07-05 20:37:55,40.0,Paid,166
167,12,14,2024-12-13 01:49:01,320.0,Paid,167
168,10,14,2024-07-29 15:27:31,50.0,Paid,168
169,14,13,2024-10-18 11:04:56,105.0,Paid,169
170,19,12,2024-03-29 16:12:54,50.0,Paid,170
171,17,13,2024-05-27 16:12:31,320.0,Paid,171
172,4,14,2024-02-05 10:04:41,70.0,Paid,172
173,2,12,2024-01-08 12:43:00,120.0,Paid,173
174,17,15,2024-01-04 06:23:38,350.0,Paid,174
175,5,12,2024-06-18 07:22:42,175.0,Paid,175
176,4,12,2024-07-25 08:21:05,40.0,Paid,176
177,12,13,2024-08-03 19:42:30,340.0,Paid,177
178,19,12,2024-07-09 23:19:23,240.0,Paid,178
179,17,11,2024-07-18 15:24:59,175.0,Paid,179
180,13,13,2024-08-20 15:31:28,70.0,Paid,180
181,16,14,2024-03-21 10:12:34,120.0,Paid,181
182,15,12,2024-01-20 13:27:14,140.0,Paid,182
183,1,12,2024-09-05 16:19:51,210.0,Paid,183
184,12,13,2024-05-01 07:18:20,140.0,Paid,184
185,7,12,2024-09-05 10:04:49,195.0,Paid,185
186,13,13,2024-08-26 14:44:15,160.0,Paid,186
187,15,14,2024-03-04 16:47:24,300.0,Paid,187
188,13,12,2024-01-11 15:15:32,350.0,Paid,188
189,11,14,2024-12-06 22:09:00,175.0,Paid,189
190,7,11,2024-02-06 20:40:47,280.0,Paid,190
191,14,11,2024-03-02 22:40:31,225.0,Paid,191
192,3,15,2024-02-29 22:51:11,320.0,Paid,192
193,12,11,2024-05-19 00:55:19,10.0,Paid,193
194,20,14,2024-04-26 21:33:27,425.0,Paid,194
195,9,15,2024-02-22 03:04:38,375.0,Paid,195
196,16,14,2024-05-15 20:54:07,90.0,Paid,196
197,1,15,2024-11-23 06:26:24,135.0,Paid,197
198,7,13,2023-12-28 17:42:06,70.0,Paid,198
199,18,15,2024-07-26 23:18:06,255.0,Paid,199
200,11,15,2024-07-06 03:46:33,80.0,Paid,200
201,11,11,2024-08-10 06:14:25,320.0,Paid,201
202,13,15,2024-02-21 05:16:58,210.0,Paid,202
203,14,13,2024-02-02 16:29:11,120.0,Paid,203
204,17,11,2024-06-16 07:32:24,10.0,Paid,204
205,2,11,2023-12-31 08:05:14,200.0,Paid,205
206,2,13,2024-08-04 01:53:37,300.0,Paid,206
207,14,12,2024-07-07 00:46:24,10.0,Paid,207
208,4,15,2024-01-30 21:16:24,180.0,Paid,208
209,9,11,2024-01-30 23:10:13,70.0,Paid,209
210,11,11,2024-05-06 00:33:18,100.0,Paid,210
211,18,12,2024-09-11 00:51:40,40.0,Paid,211
212,15,12,2024-03-10 19:05:03,140.0,Paid,212
213,12,12,2024-03-09 04:26:03,320.0,Paid,213
214,11,13,2024-01-07 00:40:48,175.0,Paid,214
215,3,14,2024-06-04 01:20:14,40.0,Paid,215
216,13,14,2024-03-07 00:11:16,400.0,Paid,216
217,5,11,2024-01-12 22:58:07,70.0,Paid,217
218,12,15,2024-06-03 05:10:15,70.0,Paid,218
219,3,15,2024-06-20 07:14:49,320.0,Paid,219
220,10,11,2024-08-25 04:59:59,175.0,Paid,220
221,19,11,2024-10-23 17:04:33,400.0,Paid,221
222,18,13,2024-03-07 10:09:21,240.0,Paid,222
223,9,13,2024-06-15 14:54:47,85.0,Paid,223
224,20,14,2024-06-28 17:59:26,170.0,Paid,224
225,13,15,2024-10-02 03:52:55,425.0,Paid,225
226,10,11,2024-07-21 06:27:39,300.0,Paid,226
227,7,14,2024-04-16 01:09:54,280.0,Paid,227
228,10,13,2024-07-13 10:29:57,140.0,Paid,228
229,1,14,2024-03-25 14:18:57,70.0,Paid,229
230,8,12,2024-04-08 13:45:49,280.0,Paid,230
231,7,12,2024-07-04 03:37:18,120.0,Paid,231
232,14,15,2024-10-10 07:09:18,50.0,Paid,232
233,5,11,2024-07-21 08:37:23,150.0,Paid,233
234,10,15,2024-06-21 13:45:05,35.0,Paid,234
235,17,15,2024-11-15 13:04:02,255.0,Paid,235
236,10,14,2024-12-05 12:00:12,210.0,Paid,236
237,11,14,2024-10-27 00:41:59,210.0,Paid,237
238,19,15,2024-06-23 11:29:53,210.0,Paid,238
239,16,15,2024-09-16 09:59:35,90.0,Paid,239
240,6,13,2024-12-21 00:22:08,350.0,Paid,240
241,13,12,2024-07-01 13:02:20,180.0,Paid,241
242,11,12,2024-08-29 12:05:19,100.0,Paid,242
243,17,13,2024-04-08 10:41:43,80.0,Paid,243
244,12,12,2024-06-05 17:09:56,425.0,Paid,244
245,11,12,2024-11-28 06:08:26,10.0,Paid,245
246,12,11,2024-12-06 00:09:44,35.0,Paid,246
247,7,11,2024-01-19 04:07:21,10.0,Paid,247
248,13,13,2024-12-23 01:48:13,35.0,Paid,248
249,18,15,2024-05-06 20:15:41,175.0,Paid,249
250,12,11,2024-04-06 18:44:46,160.0,Paid,250
251,14,13,2024-06-05 21:55:34,340.0,Paid,251
252,20,12,2024-05-02 04:03:49,225.0,Paid,252
253,4,14,2024-08-07 11:33:51,140.0,Paid,253
254,13,12,2024-04-13 00:50:37,300.0,Paid,254
255,2,15,2024-06-15 16:52:03,150.0,Paid,255
256,17,15,2024-01-20 10:37:35,350.0,Paid,256
257,8,11,2024-01-17 14:33:49,50.0,Paid,257
258,13,11,2024-07-21 11:37:28,400.0,Paid,258
259,18,13,2024-06-04 12:55:46,90.0,Paid,259
260,11,12,2024-03-18 10:20:11,280.0,Paid,260
261,18,13,2024-12-11 19:03:27,150.0,Paid,261
262,18,12,2023-12-31 22:45:44,425.0,Paid,262
263,19,14,2024-06-06 07:35:46,20.0,Paid,263
264,8,11,2024-07-27 09:05:45,240.0,Paid,264
265,8,14,2024-12-05 20:00:16,350.0,Paid,265
266,5,13,2024-01-01 23:13:20,160.0,Paid,266
267,3,15,2024-07-31 13:28:58,350.0,Paid,267
268,11,15,2024-12-02 11:08:20,140.0,Paid,268
269,14,15,2024-04-09 13:39:58,35.0,Paid,269
270,5,14,2024-06-20 02:55:10,70.0,Paid,270
271,8,15,2024-05-23 06:59:22,210.0,Paid,271
272,19,13,2024-08-19 01:50:25,105.0,Paid,272
273,14,12,2024-09-30 14:46:06,160.0,Paid,273
274,9,13,2024-09-22 13:39:45,210.0,Paid,274
275,18,14,2024-05-21 05:24:50,140.0,Paid,275
276,11,15,2024-05-25 23:12:23,70.0,Paid,276
277,17,12,2024-10-18 05:30:11,160.0,Paid,277
278,15,13,2024-09-23 08:15:54,70.0,Paid,278
279,15,13,2024-11-04 06:59:19,175.0,Paid,279
280,15,12,2024-01-24 19:12:08,180.0,Paid,280
281,2,15,2024-08-04 17:40:43,80.0,Paid,281
282,19,13,2024-08-22 16:17:03,60.0,Paid,282
283,13,15,2024-07-01 02:44:20,40.0,Paid,283
284,13,14,2024-10-24 11:29:16,50.0,Paid,284
285,7,11,2024-11-19 20:43:51,255.0,Paid,285
286,16,11,2024-02-27 20:41:21,100.0,Paid,286
287,19,12,2023-12-24 23:24:10,105.0,Paid,287
288,2,14,2024-08-27 13:39:13,40.0,Paid,288
289,14,15,2024-08-24 08:21:29,340.0,Paid,289
290,17,13,2024-04-25 18:20:26,400.0,Paid,290
291,2,14,2024-08-05 15:22:59,350.0,Paid,291
292,11,12,2024-09-11 12:49:56,400.0,Paid,292
293,19,12,2024-10-09 12:54:18,70.0,Paid,293
294,18,11,2024-03-24 00:41:44,150.0,Paid,294
295,2,15,2024-12-19 05:36:00,180.0,Paid,295
296,2,11,2024-06-03 14:06:43,140.0,Paid,296
297,12,15,2024-07-13 07:24:17,400.0,Paid,297
298,13,11,2024-11-15 10:46:40,80.0,Paid,298
299,6,11,2024-08-05 14:22:44,180.0,Paid,299
300,8,13,2024-12-06 13:24:03,240.0,Paid,300
301,17,12,2024-12-16 23:30:22,30.0,Paid,301
302,10,11,2024-01-09 07:43:06,20.0,Paid,302
303,3,12,2024-06-24 03:06:13,325.0,Paid,303
304,11,14,2024-02-02 02:12:57,30.0,Paid,304
305,18,15,2024-02-26 17:17:17,90.0,Paid,305
306,20,12,2024-03-25 01:44:23,80.0,Paid,306
307,5,12,2024-02-19 16:14:02,280.0,Paid,307
308,11,14,2024-04-10 02:01:13,400.0,Paid,308
309,15,15,2024-08-10 01:41:40,350.0,Paid,309
310,11,12,2024-12-09 07:28:46,280.0,Paid,310
311,18,15,2024-11-23 21:40:03,300.0,Paid,311
312,13,14,2024-12-11 12:34:56,250.0,Paid,312
313,10,13,2024-12-14 08:42:12,105.0,Paid,313
314,17,15,2024-08-27 22:08:51,140.0,Paid,314
315,11,13,2024-11-27 02:25:34,160.0,Paid,315
316,2,15,2024-11-29 22:41:45,140.0,Paid,316
317,18,13,2024-03-23 11:06:06,140.0,Paid,317
318,13,15,2024-06-25 12:42:54,350.0,Paid,318
319,13,14,2024-05-19 06:26:56,320.0,Paid,319
320,4,15,2024-04-21 00:22:58,280.0,Paid,320
321,17,13,2024-06-30 15:21:19,60.0,Paid,321
322,2,14,2024-01-21 14:43:16,350.0,Paid,322
323,7,12,2024-06-01 19:21:46,70.0,Paid,323
324,8,12,2024-07-01 21:04:08,175.0,Paid,324
325,12,12,2024-05-07 19:27:26,70.0,Paid,325
326,19,11,2024-11-06 02:45:47,350.0,Paid,326
327,11,13,2024-07-10 13:55:57,140.0,Paid,327
328,9,11,2024-01-12 22:00:04,140.0,Paid,328
329,17,15,2024-02-29 06:26:00,20.0,Paid,329
330,9,14,2024-01-12 15:49:01,140.0,Paid,330
331,8,15,2024-05-04 15:45:19,70.0,Paid,331
332,17,15,2024-07-01 00:44:09,280.0,Paid,332
333,2,12,2024-01-23 02:18:16,255.0,Paid,333
334,15,14,2024-01-25 19:16:13,30.0,Paid,334
335,1,14,2024-10-13 11:56:08,180.0,Paid,335
336,3,12,2024-09-06 03:26:50,80.0,Paid,336
337,10,13,2024-11-15 02:02:54,65.0,Paid,337
338,3,13,2024-11-04 08:08:23,425.0,Paid,338
339,20,13,2024-04-14 14:54:17,30.0,Paid,339
340,8,12,2024-04-23 21:42:36,60.0,Paid,340
341,16,14,2024-10-20 13:37:50,195.0,Paid,341
342,15,15,2024-05-10 05:15:14,225.0,Paid,342
343,15,11,2024-07-02 01:30:04,105.0,Paid,343
344,5,12,2024-05-08 12:46:20,80.0,Paid,344
345,12,13,2024-08-31 13:09:49,70.0,Paid,345
346,17,12,2024-11-21 18:11:13,90.0,Paid,346
347,4,15,2024-01-21 13:41:41,300.0,Paid,347
348,13,11,2024-10-21 15:55:38,175.0,Paid,348
349,17,11,2024-09-23 17:12:14,350.0,Paid,349
350,18,14,2024-04-01 10:13:45,400.0,Paid,350
351,11,13,2024-07-29 11:08:43,160.0,Paid,351
352,2,14,2024-12-01 00:50:19,60.0,Paid,352
353,3,14,2024-09-16 17:34:06,20.0,Paid,353
354,4,11,2024-09-21 03:07:51,140.0,Paid,354
355,10,13,2024-01-09 07:06:26,350.0,Paid,355
356,7,12,2024-02-12 03:41:31,375.0,Paid,356
357,20,11,2024-12-04 15:49:57,250.0,Paid,357
358,15,12,2024-07-17 22:39:58,240.0,Paid,358
359,8,14,2024-02-09 20:35:38,300.0,Paid,359
360,6,14,2024-04-25 14:18:45,320.0,Paid,360
361,2,11,2024-06-13 03:53:13,400.0,Paid,361
362,1,11,2023-12-24 12:47:20,170.0,Paid,362
363,18,15,2024-12-13 12:44:33,260.0,Paid,363
364,15,14,2024-08-08 11:43:05,135.0,Paid,364
365,6,15,2024-07-11 08:44:45,280.0,Paid,365
366,17,12,2024-07-15 20:36:13,350.0,Paid,366
367,1,13,2024-10-25 11:51:29,105.0,Paid,367
368,13,15,2024-06-17 06:13:18,175.0,Paid,368
369,8,15,2024-06-18 03:47:29,50.0,Paid,369
370,4,11,2024-11-15 12:01:33,300.0,Paid,370
371,10,14,2024-01-29 20:28:38,50.0,Paid,371
372,14,14,2024-11-04 11:18:06,30.0,Paid,372
373,9,14,2024-05-24 16:57:18,140.0,Paid,373
374,19,13,2024-11-07 03:58:20,120.0,Paid,374
375,15,15,2024-05-17 17:04:19,425.0,Paid,375
376,20,14,2024-08-04 17:58:20,300.0,Paid,376
377,1,13,2024-06-12 15:36:51,280.0,Paid,377
378,20,14,2024-12-08 17:41:24,140.0,Paid,378
379,9,15,2024-01-05 17:36:51,130.0,Paid,379
380,3,13,2024-02-27 08:18:27,175.0,Paid,380
381,10,12,2024-08-11 06:57:46,130.0,Paid,381
382,12,13,2024-08-05 19:28:27,70.0,Paid,382
383,19,12,2023-12-25 12:09:38,175.0,Paid,383
384,13,11,2024-02-23 01:43:09,280.0,Paid,384
385,13,12,2024-03-09 13:31:33,60.0,Paid,385
386,16,12,2024-11-16 17:53:57,160.0,Paid,386
387,1,14,2024-09-07 00:56:40,350.0,Paid,387
388,3,12,2024-02-06 00:46:41,320.0,Paid,388
389,16,14,2024-09-01 06:37:50,200.0,Paid,389
390,2,15,2024-01-28 16:30:45,120.0,Paid,390
391,10,11,2024-04-24 07:05:46,210.0,Paid,391
392,5,12,2024-10-15 10:59:26,160.0,Paid,392
393,7,12,2024-02-28 14:36:56,425.0,Paid,393
394,18,14,2024-01-17 05:11:21,70.0,Paid,394
395,1,11,2024-10-19 10:47:36,150.0,Paid,395
396,8,11,2024-03-05 07:54:37,105.0,Paid,396
397,5,11,2024-01-16 19:05:15,105.0,Paid,397
398,18,11,2024-07-06 02:25:26,10.0,Paid,398
399,18,12,2024-09-26 04:12:23,140.0,Paid,399
400,16,15,2024-03-06 11:19:35,40.0,Paid,400
401,14,11,2024-08-28 15:36:44,40.0,Paid,401
402,13,14,2023-12-27 08:43:41,160.0,Paid,402
403,4,12,2024-05-21 08:08:21,50.0,Paid,403
404,20,11,2024-06-04 19:15:18,140.0,Paid,404
405,7,13,2024-05-30 14:51:56,350.0,Paid,405
406,10,11,2024-03-07 00:41:43,210.0,Paid,406
407,2,15,2024-11-04 10:46:26,170.0,Paid,407
408,6,15,2024-06-28 13:00:06,375.0,Paid,408
409,7,13,2024-03-07 02:06:14,70.0,Paid,409
410,11,15,2024-06-19 10:56:04,80.0,Paid,410
411,18,14,2024-06-26 04:24:11,280.0,Paid,411
412,15,13,2024-02-19 17:03:25,400.0,Paid,412
413,2,11,2024-03-24 15:20:26,140.0,Paid,413
414,13,15,2024-07-23 02:57:24,280.0,Paid,414
415,6,14,2024-07-26 13:31:37,70.0,Paid,415
416,4,12,2024-02-28 19:02:33,280.0,Paid,416
417,18,14,2024-12-16 23:12:37,105.0,Paid,417
418,19,15,2024-03-21 12:10:32,120.0,Paid,418
419,7,15,2024-08-01 09:06:51,90.0,Paid,419
420,7,11,2024-11-17 17:33:11,150.0,Paid,420
421,19,15,2024-07-14 15:38:02,140.0,Paid,421
422,13,15,2024-12-03 07:55:52,175.0,Paid,422
423,19,12,2024-06-18 02:30:04,75.0,Paid,423
424,16,12,2024-04-26 06:39:42,70.0,Paid,424
425,15,15,2024-04-12 01:56:37,100.0,Paid,425
426,8,14,2024-04-27 04:59:30,70.0,Paid,426
427,9,14,2024-08-30 13:18:50,85.0,Paid,427
428,6,11,2024-02-19 14:28:51,300.0,Paid,428
429,6,12,2024-11-22 04:37:26,140.0,Paid,429
430,6,13,2024-06-19 11:57:19,210.0,Paid,430
431,11,12,2024-05-16 09:38:29,210.0,Paid,431
432,17,14,2024-03-17 03:23:03,60.0,Paid,432
433,11,12,2024-08-01 20:46:56,70.0,Paid,433
434,7,14,2024-04-21 11:36:12,240.0,Paid,434
435,1,11,2024-10-01 09:12:15,325.0,Paid,435
436,13,14,2024-11-06 02:19:50,35.0,Paid,436
437,20,11,2024-04-29 13:58:18,70.0,Paid,437
438,2,11,2024-06-27 05:19:04,60.0,Paid,438
439,5,11,2024-02-11 13:44:07,135.0,Paid,439
440,13,14,2024-01-24 23:26:59,260.0,Paid,440
441,4,11,2024-11-02 09:08:10,105.0,Paid,441
442,9,14,2024-05-16 20:53:17,300.0,Paid,442
443,2,11,2024-07-31 20:31:19,325.0,Paid,443
444,16,14,2024-07-08 16:01:23,70.0,Paid,444
445,9,12,2024-11-08 18:55:44,225.0,Paid,445
446,19,15,2024-01-02 17:58:35,195.0,Paid,446
447,9,13,2024-01-19 22:49:54,240.0,Paid,447
448,18,15,2023-12-29 20:41:39,240.0,Paid,448
449,6,12,2024-05-03 00:05:39,210.0,Paid,449
450,12,14,2024-10-24 20:37:27,400.0,Paid,450
451,3,15,2024-12-08 08:34:37,210.0,Paid,451
452,1,12,2024-05-28 11:03:26,30.0,Paid,452
453,10,11,2024-10-02 12:27:58,90.0,Paid,453
454,6,13,2024-10-13 00:21:57,140.0,Paid,454
455,1,14,2024-04-07 09:57:14,300.0,Paid,455
456,15,11,2024-02-01 00:26:00,400.0,Paid,456
457,6,14,2024-08-06 13:14:43,160.0,Paid,457
458,2,13,2024-08-24 05:42:47,280.0,Paid,458
459,11,13,2024-01-08 00:45:30,150.0,Paid,459
460,1,14,2024-01-29 00:25:49,200.0,Paid,460
461,19,12,2024-10-10 15:30:05,35.0,Paid,461
462,7,12,2024-09-16 16:13:18,30.0,Paid,462
463,2,13,2024-03-02 18:03:44,320.0,Paid,463
464,3,11,2024-09-15 20:15:23,160.0,Paid,464
465,19,12,2024-08-07 00:50:49,70.0,Paid,465
466,2,14,2024-02-02 03:29:39,375.0,Paid,466
467,11,11,2024-05-06 10:00:50,170.0,Paid,467
468,15,12,2024-02-02 04:01:24,85.0,Paid,468
469,8,14,2024-10-30 05:08:10,70.0,Paid,469
470,12,12,2024-03-17 18:10:40,175.0,Paid,470
471,19,15,2024-04-08 14:28:55,320.0,Paid,471
472,20,12,2024-06-30 20:41:44,200.0,Paid,472
473,12,14,2024-02-07 11:20:59,210.0,Paid,473
474,18,11,2024-11-22 00:38:26,50.0,Paid,474
475,3,14,2024-09-25 21:44:26,90.0,Paid,475
476,13,14,2024-04-13 11:43:59,80.0,Paid,476
477,1,13,2024-08-13 20:36:15,250.0,Paid,477
478,2,15,2024-04-10 03:47:13,375.0,Paid,478
479,13,11,2024-09-30 22:14:47,340.0,Paid,479
480,17,15,2024-06-24 04:36:30,210.0,Paid,480
