id,order_id,menu_id,quantity,price,table_id
89,89,22,5,350.0,4
90,90,7,2,120.0,2
91,91,19,2,140.0,3
92,92,22,5,350.0,2
93,93,17,1,85.0,1
94,94,26,5,425.0,16
95,95,22,1,70.0,7
96,96,22,3,210.0,5
97,97,32,4,280.0,20
98,98,11,4,280.0,18
99,99,39,1,75.0,18
100,100,20,1,75.0,7
101,101,4,2,160.0,7
102,102,58,4,160.0,6
103,103,31,5,350.0,17
104,104,39,2,150.0,6
105,105,26,1,85.0,20
106,106,32,1,70.0,3
107,107,36,5,350.0,9
108,108,36,5,350.0,10
109,109,21,2,160.0,2
110,110,26,3,255.0,4
111,111,59,1,45.0,7
112,112,19,2,140.0,14
113,113,22,1,70.0,7
114,114,46,1,10.0,19
115,115,13,2,100.0,8
116,116,31,2,140.0,6
117,117,57,1,10.0,16
118,118,18,3,240.0,15
119,119,61,3,105.0,16
120,120,20,2,150.0,5
121,121,31,1,70.0,15
122,122,11,3,210.0,2
123,123,13,2,100.0,16
124,124,39,5,375.0,6
125,125,13,3,150.0,12
126,126,31,1,70.0,12
127,127,21,2,160.0,10
128,128,8,5,325.0,8
129,129,61,4,140.0,17
130,130,27,3,300.0,17
131,131,20,5,375.0,20
132,132,26,4,340.0,7
133,133,4,1,80.0,11
134,134,21,4,320.0,10
135,135,61,5,175.0,5
136,136,39,1,75.0,7
137,137,58,3,120.0,14
138,138,13,2,100.0,17
139,139,59,2,90.0,2
140,140,27,5,500.0,8
141,141,64,1,35.0,3
142,142,20,1,75.0,4
143,143,62,1,30.0,7
144,144,27,1,100.0,5
145,145,20,1,75.0,9
146,146,36,4,280.0,6
147,147,59,5,225.0,11
148,148,62,4,120.0,10
149,149,5,2,80.0,16
150,150,27,5,500.0,16
151,151,8,4,260.0,6
152,152,11,1,70.0,6
153,153,5,4,160.0,11
154,154,11,1,70.0,13
155,155,39,2,150.0,5
156,156,57,1,10.0,16
157,157,39,4,300.0,17
158,158,14,3,210.0,3
159,159,36,2,140.0,4
160,160,18,1,80.0,20
161,161,27,2,200.0,11
162,162,36,1,70.0,2
163,163,21,4,320.0,5
164,164,58,2,80.0,10
165,165,5,3,120.0,14
166,166,58,1,40.0,8
167,167,21,4,320.0,12
168,168,13,1,50.0,10
169,169,64,3,105.0,14
170,170,46,5,50.0,19
171,171,21,4,320.0,17
172,172,64,2,70.0,4
173,173,62,4,120.0,2
174,174,36,5,350.0,17
175,175,64,5,175.0,5
176,176,58,1,40.0,4
177,177,26,4,340.0,12
178,178,7,4,240.0,19
179,179,61,5,175.0,17
180,180,32,1,70.0,13
181,181,5,3,120.0,16
182,182,31,2,140.0,15
183,183,31,3,210.0,1
184,184,36,2,140.0,12
185,185,8,3,195.0,7
186,186,18,2,160.0,13
187,187,7,5,300.0,15
188,188,22,5,350.0,13
189,189,61,5,175.0,11
190,190,14,4,280.0,7
191,191,59,5,225.0,14
192,192,18,4,320.0,3
193,193,46,1,10.0,12
194,194,26,5,425.0,20
195,195,20,5,375.0,9
196,196,62,3,90.0,16
197,197,59,3,135.0,1
198,198,22,1,70.0,7
199,199,17,3,255.0,18
200,200,58,2,80.0,11
201,201,21,4,320.0,11
202,202,32,3,210.0,13
203,203,5,3,120.0,14
204,204,46,1,10.0,17
205,205,5,5,200.0,2
206,206,7,5,300.0,2
207,207,57,1,10.0,14
208,208,7,3,180.0,4
209,209,19,1,70.0,9
210,210,13,2,100.0,11
211,211,46,4,40.0,18
212,212,19,2,140.0,15
213,213,4,4,320.0,12
214,214,64,5,175.0,11
215,215,5,1,40.0,3
216,216,18,5,400.0,13
217,217,65,2,70.0,5
218,218,19,1,70.0,12
219,219,4,4,320.0,3
220,220,61,5,175.0,10
221,221,27,4,400.0,19
222,222,21,3,240.0,18
223,223,17,1,85.0,9
224,224,17,2,170.0,20
225,225,17,5,425.0,13
226,226,7,5,300.0,10
227,227,32,4,280.0,7
228,228,64,4,140.0,10
229,229,64,2,70.0,1
230,230,14,4,280.0,8
231,231,7,2,120.0,7
232,232,57,5,50.0,14
233,233,62,5,150.0,5
234,234,65,1,35.0,10
235,235,17,3,255.0,17
236,236,11,3,210.0,10
237,237,32,3,210.0,11
238,238,32,3,210.0,19
239,239,59,2,90.0,16
240,240,32,5,350.0,6
241,241,59,4,180.0,13
242,242,27,1,100.0,11
243,243,58,2,80.0,17
244,244,26,5,425.0,12
245,245,46,1,10.0,11
246,246,64,1,35.0,12
247,247,57,1,10.0,7
248,248,64,1,35.0,13
249,249,61,5,175.0,18
250,250,5,4,160.0,12
251,251,17,4,340.0,14
252,252,39,3,225.0,20
253,253,65,4,140.0,4
254,254,7,5,300.0,13
255,255,20,2,150.0,2
256,256,11,5,350.0,17
257,257,57,5,50.0,8
258,258,4,5,400.0,13
259,259,59,2,90.0,18
260,260,14,4,280.0,11
261,261,39,2,150.0,18
262,262,17,5,425.0,18
263,263,57,2,20.0,19
264,264,18,3,240.0,8
265,265,22,5,350.0,8
266,266,21,2,160.0,5
267,267,11,5,350.0,3
268,268,64,4,140.0,11
269,269,61,1,35.0,14
270,270,32,1,70.0,5
271,271,11,3,210.0,8
272,272,65,3,105.0,19
273,273,18,2,160.0,14
274,274,19,3,210.0,9
275,275,22,2,140.0,18
276,276,64,2,70.0,11
277,277,18,2,160.0,17
278,278,64,2,70.0,15
279,279,61,5,175.0,15
280,280,59,4,180.0,15
281,281,18,1,80.0,2
282,282,62,2,60.0,19
283,283,46,4,40.0,13
284,284,57,5,50.0,13
285,285,17,3,255.0,7
286,286,27,1,100.0,16
287,287,65,3,105.0,19
288,288,46,4,40.0,2
289,289,26,4,340.0,14
290,290,4,5,400.0,17
291,291,31,5,350.0,2
292,292,4,5,400.0,11
293,293,11,1,70.0,19
294,294,13,3,150.0,18
295,295,59,4,180.0,2
296,296,36,2,140.0,2
297,297,21,5,400.0,12
298,298,5,2,80.0,13
299,299,7,3,180.0,6
300,300,21,3,240.0,8
301,301,46,3,30.0,17
302,302,46,2,20.0,10
303,303,8,5,325.0,3
304,304,57,3,30.0,11
305,305,62,3,90.0,18
306,306,18,1,80.0,20
307,307,14,4,280.0,5
308,308,4,5,400.0,11
309,309,11,5,350.0,15
310,310,19,4,280.0,11
311,311,39,4,300.0,18
312,312,13,5,250.0,13
313,313,65,3,105.0,10
314,314,11,2,140.0,17
315,315,58,4,160.0,11
316,316,65,4,140.0,2
317,317,65,4,140.0,18
318,318,11,5,350.0,13
319,319,4,4,320.0,13
320,320,32,4,280.0,4
321,321,62,2,60.0,17
322,322,14,5,350.0,2
323,323,61,2,70.0,7
324,324,64,5,175.0,8
325,325,22,1,70.0,12
326,326,19,5,350.0,19
327,327,11,2,140.0,11
328,328,61,4,140.0,9
329,329,57,2,20.0,17
330,330,31,2,140.0,9
331,331,14,1,70.0,8
332,332,22,4,280.0,17
333,333,17,3,255.0,2
334,334,62,1,30.0,15
335,335,59,4,180.0,1
336,336,58,2,80.0,3
337,337,8,1,65.0,10
338,338,17,5,425.0,3
339,339,46,3,30.0,20
340,340,62,2,60.0,8
341,341,8,3,195.0,16
342,342,39,3,225.0,15
343,343,61,3,105.0,15
344,344,5,2,80.0,5
345,345,32,1,70.0,12
346,346,62,3,90.0,17
347,347,7,5,300.0,4
348,348,64,5,175.0,13
349,349,11,5,350.0,17
350,350,18,5,400.0,18
351,351,18,2,160.0,11
352,352,62,2,60.0,2
353,353,46,2,20.0,3
354,354,36,2,140.0,4
355,355,32,5,350.0,10
356,356,39,5,375.0,7
357,357,13,5,250.0,20
358,358,21,3,240.0,15
359,359,7,5,300.0,8
360,360,4,4,320.0,6
361,361,18,5,400.0,2
362,362,17,2,170.0,1
363,363,8,4,260.0,18
364,364,59,3,135.0,15
365,365,32,4,280.0,6
366,366,32,5,350.0,17
367,367,64,3,105.0,1
368,368,65,5,175.0,13
369,369,57,5,50.0,8
370,370,20,4,300.0,4
371,371,13,1,50.0,10
372,372,46,3,30.0,14
373,373,31,2,140.0,9
374,374,5,3,120.0,19
375,375,26,5,425.0,15
376,376,39,4,300.0,20
377,377,31,4,280.0,1
378,378,19,2,140.0,20
379,379,8,2,130.0,9
380,380,65,5,175.0,3
381,381,8,2,130.0,10
382,382,64,2,70.0,12
383,383,65,5,175.0,19
384,384,32,4,280.0,13
385,385,7,1,60.0,13
386,386,4,2,160.0,16
387,387,22,5,350.0,1
388,388,4,4,320.0,3
389,389,27,2,200.0,16
390,390,58,3,120.0,2
391,391,32,3,210.0,10
392,392,21,2,160.0,5
393,393,26,5,425.0,7
394,394,31,1,70.0,18
395,395,13,3,150.0,1
396,396,65,3,105.0,8
397,397,61,3,105.0,5
398,398,46,1,10.0,18
399,399,22,2,140.0,18
400,400,58,1,40.0,16
401,401,58,1,40.0,14
402,402,18,2,160.0,13
403,403,13,1,50.0,4
404,404,36,2,140.0,20
405,405,11,5,350.0,7
406,406,32,3,210.0,10
407,407,17,2,170.0,2
408,408,39,5,375.0,6
409,409,19,1,70.0,7
410,410,4,1,80.0,11
411,411,14,4,280.0,18
412,412,18,5,400.0,15
413,413,31,2,140.0,2
414,414,22,4,280.0,13
415,415,22,1,70.0,6
416,416,32,4,280.0,4
417,417,65,3,105.0,18
418,418,62,4,120.0,19
419,419,62,3,90.0,7
420,420,20,2,150.0,7
421,421,14,2,140.0,19
422,422,61,5,175.0,13
423,423,39,1,75.0,19
424,424,22,1,70.0,16
425,425,27,1,100.0,15
426,426,22,1,70.0,8
427,427,26,1,85.0,9
428,428,7,5,300.0,6
429,429,61,4,140.0,6
430,430,11,3,210.0,6
431,431,19,3,210.0,11
432,432,7,1,60.0,17
433,433,32,1,70.0,11
434,434,21,3,240.0,7
435,435,8,5,325.0,1
436,436,61,1,35.0,13
437,437,36,1,70.0,20
438,438,7,1,60.0,2
439,439,59,3,135.0,5
440,440,8,4,260.0,13
441,441,65,3,105.0,4
442,442,20,4,300.0,9
443,443,8,5,325.0,2
444,444,19,1,70.0,16
445,445,59,5,225.0,9
446,446,8,3,195.0,19
447,447,18,3,240.0,9
448,448,7,4,240.0,18
449,449,36,3,210.0,6
450,450,27,4,400.0,12
451,451,22,3,210.0,3
452,452,62,1,30.0,1
453,453,59,2,90.0,10
454,454,36,2,140.0,6
455,455,39,4,300.0,1
456,456,27,4,400.0,15
457,457,18,2,160.0,6
458,458,14,4,280.0,2
459,459,39,2,150.0,11
460,460,58,5,200.0,1
461,461,64,1,35.0,19
462,462,57,3,30.0,7
463,463,18,4,320.0,2
464,464,21,2,160.0,3
465,465,64,2,70.0,19
466,466,39,5,375.0,2
467,467,26,2,170.0,11
468,468,17,1,85.0,15
469,469,31,1,70.0,8
470,470,65,5,175.0,12
471,471,21,4,320.0,19
472,472,13,4,200.0,20
473,473,22,3,210.0,12
474,474,13,1,50.0,18
475,475,59,2,90.0,3
476,476,18,1,80.0,13
477,477,13,5,250.0,1
478,478,20,5,375.0,2
479,479,26,4,340.0,13
480,480,11,3,210.0,17
481,481,58,2,80.0,2
482,482,58,4,160.0,1
483,483,22,3,210.0,15
484,484,61,4,140.0,2
485,485,17,5,425.0,12
486,486,65,4,140.0,5
487,487,19,4,280.0,8
488,488,18,4,320.0,19
489,489,26,4,340.0,2
490,490,59,4,180.0,20
491,491,13,4,200.0,4
492,492,22,3,210.0,16
493,493,36,1,70.0,15
494,494,19,1,70.0,6
495,495,57,3,30.0,9
496,496,4,1,80.0,8
497,497,57,5,50.0,14
498,498,27,5,500.0,5
499,499,31,3,210.0,20
500,500,65,1,35.0,16
501,501,27,1,100.0,12
502,502,59,5,225.0,17
503,503,36,4,280.0,10
504,504,14,1,70.0,4
505,505,7,1,60.0,9
506,506,58,2,80.0,14
507,507,59,4,180.0,2
508,508,11,3,210.0,2
509,509,5,5,200.0,19
510,510,8,3,195.0,1
511,511,19,2,140.0,17
512,512,58,3,120.0,9
513,513,18,3,240.0,20
514,514,46,3,30.0,6
515,515,57,1,10.0,17
516,516,22,3,210.0,11
517,517,65,4,140.0,7
518,518,5,1,40.0,16
519,519,65,2,70.0,16
520,520,26,2,170.0,12
521,521,8,4,260.0,6
522,522,21,5,400.0,2
523,523,7,3,180.0,6
524,524,4,2,160.0,16
525,525,5,1,40.0,13
526,526,57,4,40.0,18
527,527,31,3,210.0,14
528,528,65,1,35.0,7
529,529,7,4,240.0,9
530,530,21,5,400.0,6
531,531,62,5,150.0,2
532,532,13,5,250.0,13
533,533,59,3,135.0,6
534,534,26,3,255.0,6
535,535,7,1,60.0,19
536,536,13,3,150.0,13
537,537,26,5,425.0,19
538,538,64,2,70.0,5
539,539,26,5,425.0,20
540,540,7,2,120.0,3
541,541,59,3,135.0,2
542,542,36,3,210.0,3
543,543,27,2,200.0,2
544,544,57,3,30.0,18
545,545,20,3,225.0,18
546,546,62,1,30.0,17
547,547,57,5,50.0,12
548,548,18,1,80.0,2
549,549,13,2,100.0,20
550,550,65,2,70.0,19
551,551,21,3,240.0,14
552,552,27,2,200.0,12
553,553,65,5,175.0,20
554,554,19,4,280.0,19
555,555,11,3,210.0,3
556,556,46,5,50.0,18
557,557,39,3,225.0,12
558,558,36,3,210.0,18
559,559,8,2,130.0,16
560,560,27,3,300.0,13
561,561,62,2,60.0,14
562,562,36,2,140.0,19
563,563,27,1,100.0,11
564,564,5,3,120.0,9
565,565,4,1,80.0,15
566,566,22,5,350.0,11
567,567,61,4,140.0,8
568,568,19,3,210.0,11
569,569,13,3,150.0,19
570,570,26,4,340.0,10
571,571,5,2,80.0,10
572,572,58,2,80.0,14
573,573,65,1,35.0,18
574,574,32,2,140.0,16
575,575,20,4,300.0,6
576,576,22,2,140.0,1
577,577,58,2,80.0,8
578,578,31,3,210.0,15
579,579,5,2,80.0,7
580,580,11,5,350.0,5
581,581,58,2,80.0,2
582,582,26,4,340.0,20
583,583,7,2,120.0,16
584,584,36,4,280.0,20
585,585,20,2,150.0,16
586,586,11,1,70.0,9
587,587,36,2,140.0,10
588,588,14,5,350.0,17
589,589,11,4,280.0,11
590,590,58,4,160.0,11
591,591,61,3,105.0,18
592,592,17,2,170.0,13
593,593,36,4,280.0,6
594,594,4,5,400.0,9
595,595,65,5,175.0,17
596,596,58,4,160.0,15
597,597,36,1,70.0,7
598,598,18,1,80.0,9
599,599,39,4,300.0,2
600,600,8,3,195.0,14
601,601,8,4,260.0,11
602,602,14,2,140.0,1
603,603,26,5,425.0,19
604,604,7,1,60.0,19
605,605,59,5,225.0,14
606,606,31,2,140.0,12
607,607,4,5,400.0,16
608,608,46,4,40.0,4
609,609,31,2,140.0,10
610,610,64,5,175.0,2
611,611,59,1,45.0,16
612,612,8,1,65.0,7
613,613,62,2,60.0,10
614,614,8,4,260.0,14
615,615,22,5,350.0,15
616,616,39,1,75.0,20
617,617,13,2,100.0,19
618,618,32,3,210.0,17
619,619,13,3,150.0,12
620,620,4,2,160.0,11
621,621,31,1,70.0,17
622,622,20,2,150.0,8
623,623,8,4,260.0,18
624,624,39,2,150.0,20
625,625,7,5,300.0,8
626,626,61,1,35.0,18
627,627,27,3,300.0,4
628,628,62,1,30.0,9
629,629,20,4,300.0,20
630,630,8,5,325.0,5
631,631,26,5,425.0,13
632,632,32,1,70.0,18
633,633,14,2,140.0,1
634,634,61,4,140.0,17
635,635,61,4,140.0,4
636,636,46,4,40.0,3
637,637,61,2,70.0,11
638,638,19,2,140.0,11
639,639,32,2,140.0,14
640,640,32,1,70.0,14
641,641,61,3,105.0,20
642,642,4,5,400.0,14
643,643,20,3,225.0,6
644,644,62,2,60.0,6
645,645,58,3,120.0,3
646,646,61,2,70.0,10
647,647,58,4,160.0,17
648,648,31,1,70.0,20
649,649,39,1,75.0,10
650,650,7,1,60.0,17
651,651,7,3,180.0,10
652,652,4,2,160.0,9
653,653,57,2,20.0,16
654,654,36,2,140.0,13
655,655,57,3,30.0,6
656,656,13,3,150.0,5
657,657,21,3,240.0,4
658,658,5,3,120.0,9
659,659,61,2,70.0,7
660,660,19,1,70.0,11
661,661,57,5,50.0,18
662,662,32,2,140.0,16
663,663,19,1,70.0,10
664,664,20,1,75.0,5
665,665,11,4,280.0,11
666,666,17,5,425.0,16
667,667,18,5,400.0,4
668,668,58,4,160.0,16
669,669,46,5,50.0,14
670,670,21,3,240.0,1
671,671,39,1,75.0,3
672,672,8,5,325.0,10
673,673,26,4,340.0,14
674,674,20,4,300.0,19
675,675,26,2,170.0,9
676,676,5,3,120.0,12
677,677,20,1,75.0,6
678,678,14,2,140.0,6
679,679,7,4,240.0,3
680,680,18,5,400.0,8
681,681,20,1,75.0,7
682,682,21,3,240.0,19
683,683,8,5,325.0,1
684,684,26,5,425.0,16
685,685,36,5,350.0,2
686,686,19,1,70.0,5
687,687,21,3,240.0,5
688,688,36,2,140.0,5
689,689,4,1,80.0,14
690,690,13,4,200.0,10
691,691,26,2,170.0,10
692,692,31,2,140.0,17
693,693,58,2,80.0,8
694,694,13,1,50.0,8
695,695,8,2,130.0,7
696,696,13,4,200.0,20
697,697,20,1,75.0,20
698,698,31,3,210.0,6
699,699,21,1,80.0,19
700,700,13,2,100.0,14
701,701,18,5,400.0,7
702,702,26,2,170.0,14
703,703,58,2,80.0,9
704,704,64,4,140.0,14
705,705,59,1,45.0,13
706,706,31,2,140.0,18
707,707,8,4,260.0,1
708,708,59,5,225.0,2
709,709,59,1,45.0,5
710,710,21,4,320.0,2
711,711,13,2,100.0,9
712,712,31,5,350.0,2
713,713,65,2,70.0,4
714,714,27,3,300.0,12
715,715,14,1,70.0,16
716,716,36,1,70.0,10
717,717,14,4,280.0,19
718,718,32,4,280.0,6
719,719,11,1,70.0,4
720,720,18,4,320.0,11
721,721,14,5,350.0,7
722,722,7,5,300.0,16
723,723,11,5,350.0,18
724,724,17,4,340.0,6
725,725,7,1,60.0,17
726,726,7,4,240.0,11
727,727,59,5,225.0,6
728,728,62,5,150.0,1
729,729,58,5,200.0,7
730,730,8,5,325.0,20
731,731,26,4,340.0,14
732,732,5,2,80.0,11
733,733,27,1,100.0,17
734,734,57,3,30.0,2
735,735,31,5,350.0,13
736,736,58,4,160.0,8
737,737,8,5,325.0,19
738,738,21,3,240.0,11
739,739,26,1,85.0,2
740,740,65,1,35.0,12
741,741,8,5,325.0,7
742,742,5,3,120.0,2
743,743,13,2,100.0,17
744,744,22,3,210.0,18
745,745,18,2,160.0,2
746,746,19,2,140.0,6
747,747,8,2,130.0,17
748,748,58,1,40.0,14
749,749,57,5,50.0,15
750,750,20,5,375.0,9
751,751,58,1,40.0,13
752,752,21,4,320.0,3
753,753,22,2,140.0,9
754,754,4,3,240.0,17
755,755,21,4,320.0,18
756,756,65,3,105.0,2
757,757,17,5,425.0,18
758,758,5,2,80.0,3
759,759,17,1,85.0,4
760,760,32,5,350.0,8
761,761,32,3,210.0,10
762,762,21,4,320.0,16
763,763,20,5,375.0,9
764,764,26,5,425.0,2
765,765,31,5,350.0,4
766,766,57,1,10.0,14
767,767,59,4,180.0,9
768,768,27,4,400.0,6
769,769,36,4,280.0,9
770,770,32,4,280.0,5
771,771,62,4,120.0,10
772,772,65,5,175.0,5
773,773,14,5,350.0,15
774,774,11,4,280.0,10
775,775,59,3,135.0,6
776,776,31,5,350.0,13
777,777,32,1,70.0,14
778,778,21,3,240.0,19
779,779,36,2,140.0,2
780,780,14,1,70.0,3
781,781,62,1,30.0,1
782,782,7,2,120.0,3
783,783,39,3,225.0,14
784,784,21,1,80.0,16
785,785,13,4,200.0,4
786,786,14,3,210.0,5
787,787,13,4,200.0,18
788,788,59,2,90.0,2
789,789,31,4,280.0,16
790,790,31,3,210.0,3
791,791,36,2,140.0,12
792,792,62,4,120.0,1
793,793,7,5,300.0,14
794,794,46,4,40.0,2
795,795,59,2,90.0,12
796,796,58,4,160.0,6
797,797,8,4,260.0,2
798,798,13,3,150.0,16
799,799,31,4,280.0,18
800,800,61,3,105.0,17
801,801,4,5,400.0,13
802,802,64,1,35.0,7
803,803,39,1,75.0,1
804,804,64,3,105.0,1
805,805,19,2,140.0,15
806,806,58,3,120.0,19
807,807,61,4,140.0,1
808,808,31,4,280.0,12
809,809,21,1,80.0,8
810,810,14,2,140.0,18
811,811,5,2,80.0,11
812,812,61,5,175.0,4
813,813,58,3,120.0,9
814,814,4,4,320.0,13
815,815,21,1,80.0,7
816,816,18,4,320.0,12
817,817,27,3,300.0,9
818,818,61,5,175.0,6
819,819,7,4,240.0,17
820,820,11,1,70.0,3
821,821,31,3,210.0,16
822,822,13,2,100.0,14
823,823,61,1,35.0,1
824,824,61,3,105.0,15
825,825,11,4,280.0,11
826,826,20,5,375.0,17
827,827,8,5,325.0,8
828,828,31,1,70.0,6
829,829,11,4,280.0,7
830,830,5,5,200.0,12
831,831,57,5,50.0,4
832,832,4,1,80.0,1
833,833,7,1,60.0,1
834,834,17,3,255.0,13
835,835,20,2,150.0,11
836,836,36,1,70.0,7
837,837,4,4,320.0,1
838,838,4,3,240.0,1
839,839,4,4,320.0,14
840,840,36,2,140.0,18
841,841,20,5,375.0,4
842,842,62,5,150.0,6
843,843,8,1,65.0,13
844,844,61,5,175.0,9
845,845,62,4,120.0,14
846,846,5,2,80.0,6
847,847,18,3,240.0,16
848,848,46,3,30.0,20
849,849,32,1,70.0,13
850,850,18,1,80.0,2
851,851,13,1,50.0,15
852,852,32,2,140.0,8
853,853,27,5,500.0,10
854,854,64,2,70.0,9
855,855,4,4,320.0,4
856,856,32,2,140.0,18
857,857,17,2,170.0,4
858,858,5,4,160.0,11
859,859,62,2,60.0,15
860,860,64,4,140.0,4
861,861,62,4,120.0,6
862,862,7,1,60.0,4
863,863,32,1,70.0,10
864,864,17,5,425.0,11
865,865,39,5,375.0,8
866,866,5,1,40.0,20
867,867,39,3,225.0,12
868,868,5,1,40.0,6
869,869,4,1,80.0,18
870,870,64,3,105.0,5
871,871,14,4,280.0,15
872,872,20,2,150.0,6
873,873,17,3,255.0,17
874,874,17,2,170.0,17
875,875,11,1,70.0,17
876,876,58,2,80.0,19
877,877,65,5,175.0,12
878,878,46,1,10.0,20
879,879,8,3,195.0,6
880,880,58,3,120.0,20
881,881,26,2,170.0,18
882,882,64,3,105.0,7
883,883,57,1,10.0,1
884,884,59,1,45.0,9
885,885,14,5,350.0,19
886,886,58,4,160.0,9
887,887,32,1,70.0,11
888,888,39,2,150.0,17
889,889,62,5,150.0,20
890,890,20,2,150.0,14
891,891,14,4,280.0,3
892,892,26,4,340.0,16
893,893,57,5,50.0,10
894,894,22,5,350.0,5
895,895,14,1,70.0,10
896,896,17,2,170.0,17
897,897,58,1,40.0,4
898,898,18,5,400.0,8
899,899,32,5,350.0,15
900,900,13,5,250.0,5
901,901,31,1,70.0,5
902,902,61,1,35.0,5
903,903,61,5,175.0,3
904,904,32,3,210.0,11
905,905,32,4,280.0,6
906,906,61,2,70.0,7
907,907,46,5,50.0,2
908,908,7,3,180.0,4
909,909,19,1,70.0,20
910,910,36,2,140.0,19
911,911,39,1,75.0,20
912,912,11,1,70.0,14
913,913,62,4,120.0,8
914,914,61,3,105.0,9
915,915,22,3,210.0,10
916,916,20,2,150.0,20
917,917,27,5,500.0,16
918,918,58,3,120.0,17
919,919,61,2,70.0,20
920,920,64,5,175.0,14
921,921,27,5,500.0,19
922,922,19,3,210.0,5
923,923,17,2,170.0,16
924,924,61,4,140.0,2
925,925,26,4,340.0,18
926,926,58,2,80.0,10
927,927,36,2,140.0,16
928,928,26,2,170.0,19
929,929,26,1,85.0,2
930,930,4,4,320.0,8
931,931,19,5,350.0,18
932,932,4,3,240.0,20
933,933,26,5,425.0,15
934,934,64,3,105.0,18
935,935,20,1,75.0,17
936,936,61,1,35.0,6
937,937,61,1,35.0,14
938,938,18,3,240.0,8
939,939,31,4,280.0,6
940,940,65,4,140.0,4
941,941,22,4,280.0,4
942,942,46,2,20.0,5
943,943,4,5,400.0,7
944,944,17,2,170.0,19
945,945,14,1,70.0,6
946,946,57,5,50.0,4
947,947,57,3,30.0,12
948,948,64,3,105.0,8
949,949,46,3,30.0,17
950,950,18,3,240.0,2
951,951,13,2,100.0,11
952,952,57,5,50.0,14
953,953,14,2,140.0,16
954,954,64,4,140.0,8
955,955,22,4,280.0,10
956,956,57,4,40.0,12
957,957,13,5,250.0,9
958,958,57,2,20.0,10
959,959,13,4,200.0,9
960,960,20,4,300.0,8
961,961,11,1,70.0,6
962,962,39,1,75.0,6
963,963,46,1,10.0,9
964,964,57,1,10.0,15
965,965,62,5,150.0,7
966,966,17,4,340.0,8
967,967,62,5,150.0,14
968,968,5,1,40.0,1
969,969,58,3,120.0,20
970,970,8,2,130.0,5
971,971,61,4,140.0,8
972,972,14,3,210.0,11
973,973,31,4,280.0,18
974,974,11,5,350.0,9
975,975,14,5,350.0,14
976,976,7,3,180.0,18
977,977,18,4,320.0,4
978,978,13,1,50.0,5
979,979,26,1,85.0,5
980,980,8,3,195.0,5
981,981,11,2,140.0,8
982,982,21,5,400.0,11
983,983,64,1,35.0,20
984,984,17,4,340.0,8
985,985,13,4,200.0,5
986,986,57,1,10.0,8
987,987,57,1,10.0,14
988,988,17,5,425.0,5
989,989,21,2,160.0,17
990,990,39,1,75.0,20
991,991,32,3,210.0,7
992,992,14,5,350.0,6
993,993,39,1,75.0,7
994,994,27,3,300.0,13
995,995,19,2,140.0,15
996,996,26,3,255.0,4
997,997,58,5,200.0,7
